DESTINATION_LOC_ID,DESTINATION_DW_LOC_ID,ORIGIN_LOC_ID,ORIGIN_DW_LOC_ID,TRNSP_MODE_NM,TRNSP_MVMT_VAL,VHCL_LOAD_VAL,VHCL_UNLD_VAL,TPLN_IND,ORIGIN_CRU_ID,DESTINATION_CRU_ID,SYS_ID,DW_CRTD_DTM,DW_UPDT_DTM
01HWZ0XBHH8FZX9MPSWVJS5T3J,78cca377-fd7a-486f-866e-bb1db1d931ae,415f5738-4ae7-4299-8c5a-67b72a67d7a5,1192b063-7e9a-47c8-b37f-47771d3466a8,ffc4edbd-b48a-456f-bba5-f52e7fb1b0cb,01HWZ0XBHJJ2MFAQED22MK2Q0X,01HWZ0XBHJWE9Y170ZZ9RTM3RK,01HWZ0XBHKF4VHD3M3NCPQKHNP,01HWZ0XBHK9W1FSJ9V0FR1JQ5G,01HWZ0XBHK2CT3K286Y4JC2G3W,01HWZ0XBHKPD54WBF2DDFSKWWB,01HWZ0XBHK689BXWDYY1JEJYS9,01HWZ0XBHMRE6GCP8W6W7WPD7Y,01HWZ0XBHMW2SHSEY77ACJ48TY
01HWZ0XBHM8WBD5BEN51599CMR,e3cf5748-f167-495a-abbf-c06791f1e2c0,50d7011b-b3b1-46de-99e1-6a36264b89a4,1cc84c77-8863-483c-a316-198e0b4b4ae3,41a85465-52e5-4758-8a2b-2be7d0df46cb,01HWZ0XBHN6CYG8APWEW1AHVD6,01HWZ0XBHNG3PF2JACQS3BN8KG,01HWZ0XBHNC44R7A23TPT9GRJV,01HWZ0XBHNFQ1A0D782RDJN6XX,01HWZ0XBHPSHPD8QGTB92J0TA1,01HWZ0XBHP5CTSZTJ82FXTYRVK,01HWZ0XBHPN043T3N9AR9J41MC,01HWZ0XBHP66P8MCBVVACD87ZP,01HWZ0XBHPPZP1YPCDZCRKKD98
01HWZ0XBHQP4K463KKCGY9GBTM,6183248d-cd58-4fe0-b088-f7f3fe60333d,1fa1c3fc-1bd3-4af6-9e10-8b8bb0f8c333,181c8d5f-d361-4094-9f37-a3298e31c767,84e1f8db-7c48-424f-b56f-e3ac80a1417a,01HWZ0XBHRGQSZSCWWB467GQS7,01HWZ0XBHRJ03SPEMKTB1F3QSF,01HWZ0XBHR3ZZ97FXVT3X022P1,01HWZ0XBHRC3A5D9S5JBC1SJM9,01HWZ0XBHRS95KS69GKQK87CVP,01HWZ0XBHSCBSZK1GRZB4AVF0P,01HWZ0XBHSPGRRCPD255KA56VK,01HWZ0XBHSXKS9HS9BE8VK3HPM,01HWZ0XBHSHP07R6BCYZTV4T31
01HWZ0XBHSVCCTW4JGE47SZZZX,80a10a78-8ed4-4a25-88b1-9794c477e6db,c3004cea-3921-492a-b31e-c055a7dc394a,027ec75c-e828-425d-bb33-4795a76e95d3,87cb93b7-85d1-4016-af7c-b2975d916f2f,01HWZ0XBHTGKKF81G193CDB304,01HWZ0XBHTQRPARPNZYQAC30KZ,01HWZ0XBHVPGRH55365ZR4XMNZ,01HWZ0XBHVZDYKGSWBVMZN9TJ2,01HWZ0XBHVDNPBTP7APYWESRJM,01HWZ0XBHVEKG645TDN34G6AV9,01HWZ0XBHVS6MWY1X4N5SMYGMM,01HWZ0XBHWFA36C6RE0TQPYXXW,01HWZ0XBHW61GB66B5T1BWMADH
01HWZ0XBHWCXAAHT32A1VW4ZQE,64668234-122e-4ebd-b29a-6fa93eeda091,721d7c6a-db00-4714-9475-47af2d8fc37e,b7f831fe-cf26-4348-9bc9-e5636aaa7fb2,3acb4c4d-5976-494d-a0e2-916e8a5ad769,01HWZ0XBHXT9SQSDHYRARR4NHQ,01HWZ0XBHXF9QNB98QHBVBDSZM,01HWZ0XBHXC4VM3GW6NM1D3D9N,01HWZ0XBHY3PS2KGVGJFNRX542,01HWZ0XBHYFD8ZFZHTQKP2SVBS,01HWZ0XBHY8VGX9MYVGZVAWZ1F,01HWZ0XBHYW8RFGVZ42DA2F3MD,01HWZ0XBHYA0HF43PPXFSEVXKH,01HWZ0XBHYB6K8VMJ964N01PX0
01HWZ0XBHZYWNMWJXSWCZ1FS9W,eab95cb5-1950-4abe-a728-72ca0949c121,ad996033-6a26-4b01-b653-28edfecc7fa7,0ecbdb9f-4399-47f3-8836-dd87904ebc10,d525b6eb-73cf-4075-972a-343c54de5861,01HWZ0XBJ0WXWQ44PPMNQB0KXP,01HWZ0XBJ0WGZ4CYCBWQ00R5KG,01HWZ0XBJ0RS0WA75TCWF4CTYY,01HWZ0XBJ0W69HEYBW4TQRCNVW,01HWZ0XBJ0JAXXC5F4TK6JP3MG,01HWZ0XBJ1NY92ZQK9YZGC8T7V,01HWZ0XBJ1WF3VRW000RNX1Y85,01HWZ0XBJ107SVSKAYKPPV44NH,01HWZ0XBJ1ME49PJY4QXD188A0
01HWZ0XBJ1C9TV4WJ718QJY4WS,b50892a0-708b-48e6-abfe-f9d8041eaed6,b0567a59-b372-4082-8271-7914b1954e62,b0b28421-f4d5-4484-9f5e-87683d49d48c,d2623d51-2ae1-4245-95f0-7873f5547cec,01HWZ0XBJ2ZM6TAM884JAVZHXD,01HWZ0XBJ2D63D2Q98NZHA6N0M,01HWZ0XBJ3VCXDZFMSC3B3STF3,01HWZ0XBJ3599CW5V0W65N31V7,01HWZ0XBJ3XVXDBBPQVMA55CR4,01HWZ0XBJ345SMCWVWTJ3662S7,01HWZ0XBJ3B800BYARH1VWVG7T,01HWZ0XBJ4PQ2XVX9A2W4GDGS5,01HWZ0XBJ4VEZRKSMPVGCY88PG
01HWZ0XBJ4CQF700FH7PWPENDX,c6ea304e-3586-4493-9fc2-2489d2b66ffe,8a1a8018-e148-4c41-b79f-e504c9323d94,2c7a0fdd-c507-46b8-aaad-ad08602a80b3,6a570b9d-4490-4447-95f7-a30995416914,01HWZ0XBJ5CCG3XF4NXBYJAZJ4,01HWZ0XBJ5XXTD3NTFMW61SHGX,01HWZ0XBJ55NTBBVVA8JZMVJX6,01HWZ0XBJ6DZJY1ZA4Y5W6TX03,01HWZ0XBJ6HA324VM6T7NYJ1B0,01HWZ0XBJ6111MY6EEZVDN2SN1,01HWZ0XBJ6S6AYYKYXHBWBT6NP,01HWZ0XBJ6PC5J820WWK2HAM6P,01HWZ0XBJ7W8VZ4WV5RQH6Z565
01HWZ0XBJ7Z91DX26SX4D08833,739c627e-62f0-4790-8895-ed42ef252a31,7cb9fc3f-bd8d-4fc1-85eb-be8ffeb93580,b7e66f01-855e-4d2a-9196-b00de6564d02,e956cd02-292a-477f-80f9-6b287e729fc0,01HWZ0XBJ88BG2Y8EQZ0E60DH0,01HWZ0XBJ8J50T188AMFBFPBKF,01HWZ0XBJ85PP1JM3R70V40FD7,01HWZ0XBJ84CENE6B8H0468JNP,01HWZ0XBJ9TDDFSX35S6BHJCND,01HWZ0XBJ94WSVHK9QGR19VA5K,01HWZ0XBJ9RN24JRHY6E9KJKR7,01HWZ0XBJ9MKNRFXZ697K1N2ZB,01HWZ0XBJ9SN5BA9HE1ZKDXYVS
01HWZ0XBJA245RD8GW9QNXEKY4,e2bfcf34-a655-4555-8a8e-443f24415ced,30ceaff4-2e43-4496-8696-5f9ec54330a9,794ada30-5dce-4a17-97b1-8c8e1f6453d5,b3d371b2-1cbc-40b7-a517-3e5a0d999eb2,01HWZ0XBJA2BT215MMKWHYVKF9,01HWZ0XBJBJMJAKNHJRAR0XVP7,01HWZ0XBJBSV7FNA56ZKRNV30E,01HWZ0XBJB4E7JM7DZA94FWSWF,01HWZ0XBJBTSC7SQAQNTM47BFA,01HWZ0XBJBQ84ER7R5ZDWZ2NVZ,01HWZ0XBJBBBVHM3SCMZKHMAFH,01HWZ0XBJCDTWVC2Z4GDMM9DQ0,01HWZ0XBJCDJ7FEJTBNN9JW5KY
01HWZ0XBJCD60Q34DF0DB4YB5N,cb1821a5-3b3e-4c0e-975d-772f41be6959,11069f57-84f9-4d97-bf21-ad507cd21052,cfe58899-91f6-4a39-afe5-9616450100aa,4f75b208-b626-4daa-8aca-5f6a9f0db32f,01HWZ0XBJDF8DK675RAEDJ8XHM,01HWZ0XBJDA44M70M3ZT91HDE7,01HWZ0XBJDAF55R6RZX6WZ5R6X,01HWZ0XBJEKQZ1C1S8PW3STB3Z,01HWZ0XBJE9PFV57W1M0P6QRSQ,01HWZ0XBJE3A6CK722AY2G3Z2F,01HWZ0XBJEAMTXNQX3EGFXNQG7,01HWZ0XBJFQ7RP3JZCCTE27ME9,01HWZ0XBJF8X5ANX0QPH9MMKVW
01HWZ0XBJF7QMYKEPKJ1C0DKQ9,e647dfaf-782c-4ec9-9dc1-646e098c3260,173e151e-ad27-4650-a0e8-82df05f10441,85622927-fcde-49f9-9b6f-66836a8a092a,1f4c679c-9c59-4150-ae46-fae47e54d45b,01HWZ0XBJGRGYHAQSVDF8N2FJ1,01HWZ0XBJGCF88BF7D1HY45HDN,01HWZ0XBJG8ZPC7X4HMR8RQHFY,01HWZ0XBJG3G6SS036WSKJ2216,01HWZ0XBJHZ1BP250TZEP5THXC,01HWZ0XBJHM0S3WT8EY75MVH95,01HWZ0XBJHWVNV23GJCYP3YMJK,01HWZ0XBJHXXA1JSEM4JB1AHR6,01HWZ0XBJH4QEYEDNJB6Q28X70
01HWZ0XBJJ360BDX49MRJYS1J4,c8d5fed8-2c83-40b3-834b-032ada7104d0,2d31d6c5-ba04-4a7a-807f-0325a674ba91,f9cd5221-121c-45ad-8102-4f2448f67065,2998cdd7-715a-4dab-b2fe-25a083c3b31d,01HWZ0XBJK250K3TANHBS8J7EE,01HWZ0XBJKXJZR408GPDZNXWP8,01HWZ0XBJKBW59246JEAECDT82,01HWZ0XBJKVWJ5RCWFGGS4G48R,01HWZ0XBJKFRREXV32GXHB72NB,01HWZ0XBJMNG4NRVYMXAMMAWFZ,01HWZ0XBJM39P3M50QSS68DAAS,01HWZ0XBJM5RBTQWBHNT9GN5T0,01HWZ0XBJM8BPPKW8T0RXE3DQY
01HWZ0XBJMS8PW7YNX6CF37GPF,1658a23e-3445-4210-aa11-d9542ca303d4,f3513313-4539-4593-a7c2-0f23d423f03b,6bb08d33-a88b-44c6-842f-79b87782b158,140e94df-fb00-4ead-b4cf-9810457b6d2d,01HWZ0XBJNH80PZYP4P140AC7H,01HWZ0XBJPCAFYJN6NQA2Z5RQS,01HWZ0XBJPBEG362AGD4PS58NC,01HWZ0XBJPCKNGDZ82DFBFTPHA,01HWZ0XBJPZ3JY2DXZQ0GQVM86,01HWZ0XBJPY9T9FK0ECA52TVPG,01HWZ0XBJP0YX19M6DZSJCHCF3,01HWZ0XBJQQ67FD9R5QSMA5RQV,01HWZ0XBJQWRKJGYCM7F41Z7YS
01HWZ0XBJQ2TH32TMJZYM839ET,0acee909-39b3-40bf-ba22-d19c26026eda,f224b707-8d2c-4fe6-9c92-a3bec20bae18,e41c823c-5eb9-491d-8af6-0e46e65adacd,341cbe8f-dda9-4a9c-822c-16c7fd235346,01HWZ0XBJRVXZWRM7XSWAJ12G1,01HWZ0XBJR7F31JYXQHN25GXF3,01HWZ0XBJR6QGE3Q34MZ1GWPP2,01HWZ0XBJSJ3VG6C43PB7TGTMV,01HWZ0XBJSHAWYQ69EXQA76KXJ,01HWZ0XBJSE0DX0TVXF38KS4WT,01HWZ0XBJS4PGBJ627JF8ER0WB,01HWZ0XBJS3ZZBRE7F35YZBCJY,01HWZ0XBJTZ62KWJPTM78BF5YA
01HWZ0XBJT69YA8P1X6GV0VFHM,8825c7a6-a08b-4e65-8964-f465dc082e6a,16d9fe17-8722-4551-9154-d334eac47afb,2c2aeeaf-c46f-43c6-968b-568e4eaca4fd,318426fb-8aa8-4f7b-87a2-864ecf92e7de,01HWZ0XBJVG9QG5P9X7DHAMFAK,01HWZ0XBJVDCY9AJGPSAZMRW62,01HWZ0XBJV8N73XCPH95EBPSD4,01HWZ0XBJVBT5F6BEZM0773PEA,01HWZ0XBJW009TZHDM22955RFZ,01HWZ0XBJWV3V33DK74XNEA8YQ,01HWZ0XBJW9MRXR3XF582T6V3Y,01HWZ0XBJWGQGN46EX20A8G6WC,01HWZ0XBJWM7NZ62FMTF45ZKRP
01HWZ0XBJXC7C5B57SP7X9X3X5,4d15035e-34d7-47b1-b4f0-d1690925a929,7d6bebe5-6bd5-4eab-836e-3ce9957cc079,3ab4f714-5d6d-447e-b297-eee210eca087,3a355c5d-bcfa-479d-b42c-a3c574e1a8ff,01HWZ0XBJXSA6W6Q5AK94RBB7B,01HWZ0XBJYS0D049WHA1KM4HD4,01HWZ0XBJYRFB5DEEVN1QQDWQ4,01HWZ0XBJYZ81SXJ5HVJJ5DCR8,01HWZ0XBJY680M5MQ9Y3HR8KPC,01HWZ0XBJY20CDQGGW94P8QMHM,01HWZ0XBJZ4EDJN5C34P1VSCFQ,01HWZ0XBJZAGPNG6KKRDSWC08H,01HWZ0XBJZRVB79EA41RSXYCCT
01HWZ0XBJZ28G5WVC7AWRWN7G6,88450246-7466-4a27-821a-99869b4bc8c0,c0ec064a-930c-407f-8b0e-1b751cc087fa,b2f2baa9-8039-4d20-a9af-4263ef175111,bf166b98-0bdf-4b83-bf8a-c9a39f78b229,01HWZ0XBK0ZB9X5QSFXP0TKAYT,01HWZ0XBK188Z0WXZN6N23CYQ5,01HWZ0XBK1VR8M2Y0X86N2QME3,01HWZ0XBK1E1ESNEQ2TXYA89QN,01HWZ0XBK1NYN1KNJ4PVPAFMHZ,01HWZ0XBK1F20TP0F9VQ7B6D6Q,01HWZ0XBK2DQFD5ZR2H0R0Z8CP,01HWZ0XBK2J92M53NWYWEVKKQD,01HWZ0XBK2DCAQC9GQTTHEQTB8
01HWZ0XBK28K04H0WD927WS5Q6,43ae6fb5-54f1-46cc-b961-3e8a95d74805,e15a85f6-a93b-4e7b-8f91-b0c5a3ecb2e4,ce4be189-3137-431e-8e54-aee20362df53,55a3b363-9b0b-47f7-bb5f-5d3594d16681,01HWZ0XBK3YC1ZDMJ4PH9M405G,01HWZ0XBK3111P44AZMV2N9M5T,01HWZ0XBK35T5RZ17D8MKTR40X,01HWZ0XBK4SNXJ63X2AKYGZR7Q,01HWZ0XBK4C00KYS1MXZPCSKZR,01HWZ0XBK476FHHX1B5D7474F2,01HWZ0XBK41DB1X4KX187VWBGN,01HWZ0XBK4NZV89BFJ8TWSWX2B,01HWZ0XBK54PD8E2RN09YYQNWN
01HWZ0XBK5PGYX4V7DMAC2Z7AD,79ddeccb-039b-44e9-9605-f99d8a89d1c2,311aeed3-8d3d-44bc-91f4-52a92c58ee93,560ae4a2-89eb-4c27-b75c-2b6c9ac1da7c,8c155396-5dc5-44b3-99bb-e90caeba509d,01HWZ0XBK69WENHBK7TVGJAWE7,01HWZ0XBK6YEHG3EX746SY9T0E,01HWZ0XBK67P4VSEV10BTVAGQE,01HWZ0XBK6T30B86M9HASHMJW2,01HWZ0XBK7Y5PR6STHXKWA1SN2,01HWZ0XBK7E9XSJCZEQ74XYZGP,01HWZ0XBK7F52SC26E9W9SNX9T,01HWZ0XBK78W6WVDJ0VNVZ4RC9,01HWZ0XBK7FR6RR1TQD4VB7APK
01HWZ0XBK8C5AQDD87B307PBZB,93f4cfb2-a137-400a-a3c5-5234ebfcf70c,f9295099-6124-4745-8e41-f785bacd68e7,4ecd5dd4-48cb-48f1-ac9c-d7ca8d524760,949c289f-388f-4ef2-95c7-2db0c1b9eb21,01HWZ0XBK9QEFZCMRX52FTYZSR,01HWZ0XBK9T55BR20SJ9Z6B631,01HWZ0XBK90AW97MNCBA7S4EE7,01HWZ0XBK91P0XM23EQ92EWF5H,01HWZ0XBK9HSYKB8M2WFG3WYRY,01HWZ0XBKABB99ESBHVF9QT6GR,01HWZ0XBKAZ2JARPR3H8Q7SBF7,01HWZ0XBKA8W51VPV2EXNDQF6R,01HWZ0XBKADZ7J9KX3EEPSAHN3
01HWZ0XBKAP83EHWBD04X5V3V6,4a6b95ae-66cc-4b13-b6a1-8e770bc2341a,c87a303b-7a58-4746-8459-98590e3aa9fb,fcf7818f-2268-42b5-aa66-f07ead0cbd22,2ac9044f-e52f-4803-b289-ad4b53c4dc0c,01HWZ0XBKBAJG44DB4H5A0XS7K,01HWZ0XBKB04K8RZ06E12531V9,01HWZ0XBKC24D57XZGMJTXP24H,01HWZ0XBKC8CV4YSVMP9PEA2F2,01HWZ0XBKCKTZVND401JKQSKDR,01HWZ0XBKCH7DRDDV75P5TZ8YJ,01HWZ0XBKCB50Q6K81042N2SJ5,01HWZ0XBKD5GSTSAZEM5N8E6T0,01HWZ0XBKDVN4GXQJPVEGHCWNF
01HWZ0XBKDPV57Y8J85AA0TJT4,490fbfe9-f323-4287-9352-4a8ff03884f3,14697863-b989-46a4-b163-4d58db292f88,9489d231-f616-4690-8056-96410adaada3,549a79f5-56d7-4c63-ac6f-e7b470e889ad,01HWZ0XBKEZ39AEKAX16MT1ZTQ,01HWZ0XBKETTJNP560SQXJ5TRH,01HWZ0XBKETGY64T0S14EG804R,01HWZ0XBKEGQJ9A22HQ8Y6Z110,01HWZ0XBKFA5RSMJP3C0H1123K,01HWZ0XBKFHRWFT17T1GXB6491,01HWZ0XBKFJ9V3RMEBNXX7NR88,01HWZ0XBKFDT61XEJ7JDJQEZEC,01HWZ0XBKGZMKK4FNM8TBHXSWA
01HWZ0XBKGNEV327NY1GMTKHE3,ede93295-4e7c-4ec1-9ffc-e0e050685d8d,13c23d1b-ab47-4988-b545-e0abdd7b489c,913ded22-39ea-4649-a91e-c355fb6792a4,17c71dfc-d2e1-41cb-b504-d939d927edc5,01HWZ0XBKHYBJ4VKCR8717JAA2,01HWZ0XBKHV72PSSA4QZ85KM6E,01HWZ0XBKHANMPVX08QV01D83E,01HWZ0XBKHF40HS2Y9WDC4FMC3,01HWZ0XBKJCAWV2G4GF7Y7N6T9,01HWZ0XBKJ8TD8M8YWQVMZYPVZ,01HWZ0XBKJ1AK8CHZA5S0AWTNG,01HWZ0XBKJK8WZ7QFFWEGC5Z92,01HWZ0XBKJK6MS4RS1PB7V0941
01HWZ0XBKKZKX0MCJW71T5F23Y,ccc34395-2e60-406e-8f72-dc9c1834ebe1,aa64f68c-3400-4256-9410-c40671f65b92,2ec2e524-f3e7-4c1c-97ee-d94013e5e6ca,5123ff6a-3eff-423b-8169-4bd829377921,01HWZ0XBKKDHR0FR988J3GCDQ7,01HWZ0XBKMJCHJJRGYJ93NWNVQ,01HWZ0XBKM45C5FJBZPMB44R1R,01HWZ0XBKMFVH4QBNYZ4SHR5QB,01HWZ0XBKMR19ZCF76CXAW7TFB,01HWZ0XBKM9GM295EM5YWNYT4N,01HWZ0XBKNCN7686MQJ4NGY2Q9,01HWZ0XBKN1BX1EM0YB470B6N0,01HWZ0XBKN0TKKNRFMV2BN6HHV
01HWZ0XBKNTF28M496T3KRKH5Q,b92c6013-ac9b-4d23-990f-602f81bbd741,d51c2cad-dc9b-4c4c-bad2-ed9d476ba9f1,0744e241-b771-4125-b6fb-70b024ff7b5f,c3ab5c16-94f2-4fb8-9bbf-5009d6218a4b,01HWZ0XBKPH8SR0SB0B59R9R3Z,01HWZ0XBKPJF4EB3NHRWGPT995,01HWZ0XBKQVTKHJGVK5NT9WBV5,01HWZ0XBKQMX6WPDYEVYAX1DRG,01HWZ0XBKQXH5NFJ2ZMRKGMHP6,01HWZ0XBKQF2DTHVBXRZ11APBR,01HWZ0XBKQ2T8SGVNB3JA837J7,01HWZ0XBKRF8QN5MC7EWVW00A0,01HWZ0XBKRAH3Q2AD3QK951JE0
01HWZ0XBKRPWTRTT6SDR51F679,4df1b5e5-6835-4f33-be05-7a8586f5f881,f1cc320f-9ba7-4545-885e-25ee3ae2a514,f5c694fd-c4d6-44e4-8d56-dd617206d6a6,91fc8d8d-39fa-465b-a49a-f126c0810be5,01HWZ0XBKSDT2A1ETJ0DV0TVYB,01HWZ0XBKS2XVH0RBJHWPZAGW4,01HWZ0XBKS3YH9QB1T30DP3JZV,01HWZ0XBKS2A98QY6E6N84C2VT,01HWZ0XBKTRMSNNTZ6X41G0R0Y,01HWZ0XBKT2E4DNAT21PZJ3WND,01HWZ0XBKT3JKZEABC0W43NCWM,01HWZ0XBKTDPCDEJ2ZEM66T410,01HWZ0XBKT315K9M5D3S895A7R
01HWZ0XBKVEMY90YVB00TTPAPQ,fd0d4f7f-36f1-41df-89d5-134225fa87a6,ad8ad394-2123-4963-8480-e594ae4dbc60,2d36a918-f349-4b6d-a3af-04787d405389,a4a8d541-a46a-42a2-ab2c-46492093975c,01HWZ0XBKWZNCQ57HNQX3W4Z0V,01HWZ0XBKW2YDCRZ4965GH5TXX,01HWZ0XBKW22MEZ7788CYGY0R8,01HWZ0XBKW10M3675GNKMNERBA,01HWZ0XBKWZ1QFAVRQT9T0HF4C,01HWZ0XBKX5V8S301806Q1QJ73,01HWZ0XBKX3Q8AE07ASPD63JTZ,01HWZ0XBKX0T3M0YFZ8P83JWTF,01HWZ0XBKXGCTRTMX6V7HBH2TK
01HWZ0XBKX6W4NNFCHENPNWW4X,38942b02-6461-440e-ba54-12c6fa3bb3d2,fa2ffecd-f0cd-44b0-b376-3b3129305701,6ccf9656-4b4f-4ae9-aa36-2831fa9dca41,2eab04e8-e91b-441a-91ab-1e75c7314be3,01HWZ0XBKYK5NTWT1K3WVT17BA,01HWZ0XBKYCS6AYJR65AWF02W4,01HWZ0XBKZMPWGX4BED65B7S8V,01HWZ0XBKZCYBJ8V1ZEPGKYT94,01HWZ0XBKZSV0BC8ND830458B7,01HWZ0XBKZQW6MZT4MF0D917ZC,01HWZ0XBM0981TF6H9XW4QW086,01HWZ0XBM0T6R57D68Z2EEC7ZJ,01HWZ0XBM0TNNZERM7B4G70KXB
01HWZ0XBM00MYBW5Y4T45KNEMN,acf08a39-f75a-458a-addf-5dddd6853384,3c2f76b9-76cb-4d71-af6e-81ec9ae8656a,a423910b-71ad-4579-94e9-be9374450f74,bd40d556-fa33-481b-b3e9-4e5c09cb3d0a,01HWZ0XBM1HVBEV417NTTMHCVJ,01HWZ0XBM125D4TPQW21WZDJWT,01HWZ0XBM1281A06RGNVD8XZB9,01HWZ0XBM2NAE1XYCRS4E7E5BZ,01HWZ0XBM2GME0DWTF52YYEGZ0,01HWZ0XBM2YW41WYC9E4KKC23X,01HWZ0XBM22WED2HE23RRVM68Z,01HWZ0XBM272FKP9XVP2YF4TPV,01HWZ0XBM3T63FE3XS93GZDMB9
01HWZ0XBM3RHQ25JWG22RQFPAB,0290e2e4-2733-48b6-bdbe-5d617ade6ea1,0597b567-f39f-4978-94df-c74b5da27f26,269462b0-0a5e-47f4-b5ba-b46dce37a1e0,3b118a04-f44d-4a64-9348-705c76a9c5e7,01HWZ0XBM4VC4S9AKGV2EGE7BX,01HWZ0XBM42R5GDMHHCCRN3FXR,01HWZ0XBM464MVHBZHJ8ZJS6YZ,01HWZ0XBM4PAT568M7KN4JJDGN,01HWZ0XBM51994P5YTYHAW8D64,01HWZ0XBM5SGPJEXX7AFFHJHZF,01HWZ0XBM5F4H6N2J1K78XXS6D,01HWZ0XBM5RPGX79ACVHYTNC67,01HWZ0XBM5CJKZCT1918JA1T1Y
01HWZ0XBM6ESVHH5XED1CZBA8H,13f53a6c-7a67-4ee7-a252-d9ba611d1c2e,02d3f400-3248-4ab9-b6e3-57d9dc85b158,573f5f4d-ed57-4826-bdcc-30d2e9302f8e,bd04cbfc-a89f-4623-a731-bae7a904405a,01HWZ0XBM6BN6N32MZV1RMM4H0,01HWZ0XBM6BZBXNKACXYTRCQPD,01HWZ0XBM6HNNMA1JM9A27JQT9,01HWZ0XBM7ZKPGX223H16813WP,01HWZ0XBM7JR462RWRF92C20F3,01HWZ0XBM7P9SA5G12A1YZR8WQ,01HWZ0XBM79Q9AKYMEGMMDK6AZ,01HWZ0XBM7MFHAQFKQ39FB5NB0,01HWZ0XBM7JPR0DH5YYES8PFRQ
01HWZ0XBM7RVNF56NW4J1E8WN3,d91e1643-406a-4b6d-92eb-49f0362a6f72,e5a315e7-f136-4515-828a-d257d776d221,6dbbdee8-f058-44ff-aa9c-da6aaf983d27,59422bfa-f813-48cf-a7e2-1d6663825b43,01HWZ0XBM81ZKGZAY49MTYMT58,01HWZ0XBM8X4FESH3N4MDVE1GW,01HWZ0XBM8Y57HD8G545615SPR,01HWZ0XBM8F3QQYSVFRF2F6PYZ,01HWZ0XBM8BF5N001NFVSCNH3N,01HWZ0XBM9NV7DCA1GC0AF6RN8,01HWZ0XBM9E8JS17N3SM0S59GG,01HWZ0XBM9MH32NM240CW92741,01HWZ0XBM9P2ZYHQS4A3MB6RNM
01HWZ0XBM9KXVR691PAQHD400Y,60b9ab00-4b58-414b-a55f-7a6be6d7e57f,70eed16f-65f7-42e1-b200-9a6a4b309323,1c8dfde9-11f3-48aa-875b-8baf3c0584d0,b57b854d-e29e-4fee-b4cf-12bd56b45281,01HWZ0XBMA7KGNR74JYSFCWMTT,01HWZ0XBMB0A49S2DPJPDFBTMP,01HWZ0XBMB4CM8BTTTNX5D8CAF,01HWZ0XBMB7KS1HAXEGRHH0DCP,01HWZ0XBMB6WH2ZP8Z2GH6SGFF,01HWZ0XBMBDQAA5Q3NMCVHTJDF,01HWZ0XBMC3MS9WD72W196RQN8,01HWZ0XBMCAR8KBP0AQCB5JE2S,01HWZ0XBMCW929K8ZDW97Q3FX3
01HWZ0XBMCA6P2EM6VMJJ8X12G,44a03dff-b15f-4b23-bccd-c883dd8bb75a,39a97022-c35f-4b49-803c-fa01d669d12e,35b2b7bc-9449-49e9-b17b-a5092b6fd818,34e485e1-2082-4194-bbb6-8cc3050ff995,01HWZ0XBMDR3JWZV1QANJSPNNV,01HWZ0XBMDJZDMVJQDGQ282ZGW,01HWZ0XBMD10F4YVVD81K5ZNCQ,01HWZ0XBMD93FJTNV21W8QS2PJ,01HWZ0XBMEW6M3F3XXF2W64RSW,01HWZ0XBMEXYCZMKRPTQF9V4N7,01HWZ0XBMEG3GYABSKRT5NZZWW,01HWZ0XBMEED8QPAV0GE22E2D7,01HWZ0XBMEX3QJ6F97P2Q8QFK9
01HWZ0XBMFA3J4CMAYBFVW2NDC,11d90f2e-af09-4522-9c0b-993c47b96122,6c9046ea-b1bb-4785-be9d-be291e44d783,347fad07-09c1-4d0e-9dfc-f97c7a886ea2,8ec26591-8930-481d-a7b2-a636d0c856f0,01HWZ0XBMGWMNYC6W2BCH34MZP,01HWZ0XBMG9710RCWBT42PDZQ1,01HWZ0XBMG3ZC3QNV9GQZC9H4X,01HWZ0XBMGNDBCM707AK880K8W,01HWZ0XBMGYCD2WX26G9W63BH9,01HWZ0XBMGVRSPAW4P5T1GEG4J,01HWZ0XBMG7W6T7TBF6AVZ2WSR,01HWZ0XBMHEJMM9YCBYW9SS658,01HWZ0XBMHNEDPV6DKBS1MMH33
01HWZ0XBMH4CZVNFBT6CY7TFQG,58582d17-ea20-4fa3-ad55-7d0cda2caad0,e14cf8bf-b652-4a29-ad25-9b28a7308f3d,0f667ff3-17f5-4a74-83a6-40bac2a1e8e0,71c5674a-11dd-4e01-86b8-cd8fb240bdd9,01HWZ0XBMJY642350D0PRMM9VJ,01HWZ0XBMJPN468MZZG7X4E4Z6,01HWZ0XBMJRQ5MBQWM5FV9G0AD,01HWZ0XBMJ04CABYPBC20XFAPV,01HWZ0XBMK1972CJQCZEJHF7N9,01HWZ0XBMKNVQMGREH0NDJMK42,01HWZ0XBMKAGCP7CHR62K440G1,01HWZ0XBMMH0VGJTV5VR3CMJP1,01HWZ0XBMMBMX0HA9EJBE4T21A
